@relation articlefeatures

@ATTRIBUTE "pos_2gram_IN_JJ" NUMERIC
@ATTRIBUTE "pos_2gram_NNP_NNS" NUMERIC
@ATTRIBUTE "pos_2gram_IN_NN" NUMERIC
@ATTRIBUTE "pos_3gram_IN_NNP_NNP" NUMERIC
@ATTRIBUTE "pos_3gram_NNP_NNP_VBZ" NUMERIC
@ATTRIBUTE "description_title_CharacterRatio" NUMERIC
@ATTRIBUTE "caption_title_CharacterRatio" NUMERIC
@ATTRIBUTE "title_caption_CharacterDiff" NUMERIC
@ATTRIBUTE "title_keyword_CharacterDiff" NUMERIC
@ATTRIBUTE "description_LenCharacter" NUMERIC
@ATTRIBUTE "caption_LenCharacter" NUMERIC
@ATTRIBUTE "keyword_LenCharacter" NUMERIC
@ATTRIBUTE "title_LenCharacter" NUMERIC
@ATTRIBUTE "pos_2gram_PRP_VBP" NUMERIC
@ATTRIBUTE "pos_2gram_NN_IN" NUMERIC
@ATTRIBUTE "pos_2gram_NNP_VBZ" NUMERIC
@ATTRIBUTE "startsPunctuation" {True, False}
@ATTRIBUTE "averageLengthWords" NUMERIC
@ATTRIBUTE "countLongestWord" NUMERIC
@ATTRIBUTE "startsAdverb" {True, False}
@ATTRIBUTE "hasThirdPronoun" {True, False}
@ATTRIBUTE "hasDemonstrative" {True, False}
@ATTRIBUTE "wh_start" {True, False}
@ATTRIBUTE "pos_3gram_NNP_NNP_NNP" NUMERIC
@ATTRIBUTE "pos_2gram_NNP_NNP" NUMERIC
@ATTRIBUTE "cal_pos_1grams_tag_list" NUMERIC
@ATTRIBUTE "targetTitle_linsear_write_formula" NUMERIC
@ATTRIBUTE "targetTitle_gunning_fog" NUMERIC
@ATTRIBUTE "targetTitle_coleman_liau_index" NUMERIC
@ATTRIBUTE "targetTitleCountWords" NUMERIC
@ATTRIBUTE "postTitle_char_count" NUMERIC
@ATTRIBUTE "targetTitle_char_count" NUMERIC
@ATTRIBUTE "targetDescription_char_count" NUMERIC
@ATTRIBUTE "targetKeywords_char_count" NUMERIC
@ATTRIBUTE "targetCaptions_char_count" NUMERIC
@ATTRIBUTE "targetParagraphs_char_count" NUMERIC
@ATTRIBUTE "postText_word_count" NUMERIC
@ATTRIBUTE "targetTitle_word_count" NUMERIC
@ATTRIBUTE "targetDescription_word_count" NUMERIC
@ATTRIBUTE "targetKeywords_word_count" NUMERIC
@ATTRIBUTE "targetCaptions_word_count" NUMERIC
@ATTRIBUTE "targetParagraphs_word_count" NUMERIC
@ATTRIBUTE "postText_word_frequency" NUMERIC
@ATTRIBUTE "targetDescription_word_frequency" NUMERIC
@ATTRIBUTE "targetCaptions_word_frequency" NUMERIC
@ATTRIBUTE "targetParagraphs_word_frequency" NUMERIC
@ATTRIBUTE "formal_word_ratio" NUMERIC
@ATTRIBUTE "tags_amount" NUMERIC
@ATTRIBUTE label {0,1}

@DATA
0,0,0,0,0,1.1343283582089552,0.014925373134328358,66,-2,76,1,69,67,0,0,0,False,7.5,16,False,False,True,False,0,1,2,3.5,30.200000000000003,23.85,8,60,60,65,57,129,3522,10,10,12,8,25,700,0.0,0.0,0.0,0.0,0.7,0,1
0,0,0,0,0,2.015873015873016,0.031746031746031744,61,15,127,2,48,63,0,1,0,False,4.818181818181818,8,False,False,False,False,2,3,3,4.5,20.94545454545455,9.49,11,71,53,107,41,277,2150,15,11,21,6,54,430,0.05555555555555555,0.043478260869565216,0.03278688524590164,0.00202020202020202,0.5714285714285714,0,1
0,0,0,0,0,2.4705882352941178,0.011764705882352941,84,85,210,1,0,85,0,0,0,False,5.615384615384615,12,False,False,False,False,2,4,0,5.0,16.430769230769233,14.43,13,73,73,180,0,45,2509,13,13,32,-1,9,457,-1,-1,-1,-1,0.7,0,0
0,0,0,1,0,0.85,0.0125,79,80,68,1,0,80,0,0,0,False,4.785714285714286,7,False,False,False,False,2,5,4,6.0,19.02857142857143,9.91,14,70,67,55,0,81,499,12,14,14,-1,21,113,-1,-1,-1,-1,0.6363636363636364,2,1
0,0,0,0,0,1.0,0.017543859649122806,56,-104,57,1,161,57,0,0,0,False,5.333333333333333,8,False,False,False,False,0,2,3,3.0,23.37777777777778,11.86,9,73,48,48,129,141,1393,13,9,9,20,28,281,0.2857142857142857,0.3333333333333333,0.03125,0.0694006309148265,1.0,0,1
0,0,0,0,0,3.2580645161290325,0.7419354838709677,8,-242,101,23,273,31,0,0,0,False,4.166666666666667,7,False,False,False,False,0,0,2,2.0,11.066666666666666,3.35,6,46,25,84,237,1206,356,10,6,18,36,160,77,0.09090909090909091,0.10526315789473684,0.005291005291005291,0.03571428571428571,0.75,0,1
0,0,0,0,0,2.5945945945945947,0.6486486486486487,13,-175,96,24,212,37,0,0,0,False,5.333333333333333,13,False,False,False,False,1,2,5,1.5,24.400000000000002,10.08,6,88,32,81,184,1135,447,18,6,18,29,156,89,0.043478260869565216,0.2777777777777778,0.0,0.09803921568627451,0.8333333333333334,0,1
0,0,0,0,0,2.015873015873016,0.031746031746031744,61,15,127,2,48,63,0,1,0,False,4.818181818181818,8,False,False,False,False,2,3,3,4.5,20.94545454545455,9.49,11,53,53,107,41,277,2150,9,11,21,6,54,430,0.09090909090909091,0.043478260869565216,0.03278688524590164,0.00202020202020202,0.5555555555555556,0,1
1,1,0,0,0,3.4074074074074074,0.018518518518518517,53,-29,184,1,83,54,0,0,0,False,4.5,8,False,False,False,False,0,1,1,4.0,18.0,7.34,10,57,45,153,64,20,2853,10,10,32,13,4,566,0.0,0.0,0.0,0.003134796238244514,0.8,2,1
0,0,0,0,0,3.573170731707317,0.024390243902439025,80,82,293,2,0,82,1,0,0,False,4.533333333333333,14,False,False,False,False,3,4,3,7.5,13.333333333333336,8.4,15,53,68,249,0,396,2952,10,15,45,-1,80,605,-1,-1,-1,-1,0.7777777777777778,0,1
0,0,0,0,1,2.735294117647059,0.014705882352941176,67,-40,186,1,108,68,0,0,1,False,5.2727272727272725,9,False,False,False,False,0,1,2,4.0,20.94545454545455,12.1,11,101,58,157,87,153,2736,16,11,30,15,33,555,0.05555555555555555,0.06451612903225806,0.0,0.016272189349112426,0.9285714285714286,0,1
0,0,0,1,0,1.525,0.1625,67,80,122,13,0,80,0,0,0,False,4.785714285714286,7,False,False,False,False,1,3,1,5.5,19.02857142857143,9.91,14,55,67,103,0,276,1380,10,14,20,-1,51,256,-1,-1,-1,-1,0.6666666666666666,1,0
0,0,0,0,0,2.327272727272727,0.0,55,55,128,0,0,55,0,0,0,False,6.0,8,False,False,False,False,3,5,4,2.0,40.2,15.15,8,55,48,109,0,-1,1611,10,8,23,-1,-1,288,-1,-1,-1,-1,0.6666666666666666,0,1
0,0,0,2,0,1.0,0.23728813559322035,45,0,59,14,59,59,0,0,0,False,5.0,8,False,False,False,False,2,5,0,3.5,26.0,10.24,10,85,50,50,50,772,1032,17,10,10,10,144,201,0.0,0.1,0.0,0.0,0.8,0,0
1,0,0,0,0,2.1166666666666667,0.016666666666666666,59,15,127,1,45,60,0,0,1,False,5.1,8,False,False,False,False,0,1,3,4.0,10.0,10.82,10,57,51,108,37,279,4885,11,11,20,6,61,1000,0.08333333333333333,0.18181818181818182,0.013888888888888888,0.013100436681222707,0.9090909090909091,0,0
0,0,0,0,0,1.1176470588235294,0.0392156862745098,49,-80,57,2,131,51,0,0,0,False,4.777777777777778,7,False,False,False,False,0,1,2,3.0,18.933333333333334,8.67,9,43,43,49,105,119,2036,9,9,9,10,13,378,0.1111111111111111,0.1,0.0,0.019138755980861243,0.875,0,0
0,0,0,0,0,8.166666666666666,0.05555555555555555,17,18,147,1,0,18,0,0,0,False,2.8,5,False,False,False,True,0,0,0,1.5,4.0,-5.49,5,41,14,120,0,27,370,9,5,28,-1,7,86,-1,-1,-1,-1,0.875,0,1
0,0,0,1,0,0.0,0.30357142857142855,39,56,0,17,0,56,0,0,0,False,4.7,11,False,False,False,False,0,1,0,4.0,14.0,9.08,10,41,47,-1,0,1219,3238,10,10,-1,-1,238,765,-1,-1,-1,-1,0.7777777777777778,0,1
0,0,0,0,1,2.264705882352941,0.0,68,15,154,0,53,68,0,1,1,False,7.625,10,False,False,False,False,0,2,6,2.0,35.2,24.61,8,79,61,130,47,-1,4296,10,8,29,7,-1,947,0.18181818181818182,0.06896551724137931,-1,0.005836575875486381,0.6,1,1
0,0,0,1,0,3.806451612903226,0.04838709677419355,59,62,236,3,0,62,0,1,1,False,5.888888888888889,13,False,False,False,False,0,1,3,3.0,18.933333333333334,15.11,9,53,53,201,0,114,2366,9,9,40,-1,17,513,-1,-1,-1,-1,0.8888888888888888,0,0
0,0,0,0,0,2.5789473684210527,0.017543859649122806,56,-5,147,1,62,57,0,0,1,False,4.2727272727272725,10,False,False,False,False,0,0,1,4.0,13.672727272727276,6.3,11,40,47,121,47,42,2637,11,11,29,11,1,551,0.09090909090909091,0.03225806451612903,0.0,0.015873015873015872,0.875,0,1
0,0,0,0,0,4.571428571428571,0.6,14,-405,160,21,440,35,0,0,0,False,6.2,9,False,False,False,False,2,4,0,1.0,28.0,14.24,5,37,31,136,389,991,289,6,7,25,52,128,56,0.16666666666666666,0.13793103448275862,0.03333333333333333,0.078125,1.0,0,1
0,0,0,0,0,1.1826923076923077,0.019230769230769232,102,69,123,2,35,104,0,0,0,False,4.526315789473684,9,False,True,True,False,4,7,3,8.0,15.915789473684212,8.99,19,55,86,104,28,20,1021,8,19,20,6,4,202,0.0,0.045454545454545456,0.0,0.0041841004184100415,0.125,3,1
0,0,0,0,0,0.9680851063829787,0.02127659574468085,92,18,91,2,76,94,0,0,0,False,4.277777777777778,8,False,False,False,False,1,2,4,8.0,20.564705882352943,8.7,17,83,77,76,62,33,2551,15,17,16,9,5,644,1.4285714285714286,1.9411764705882353,2.0,1.7289586305278175,0.5833333333333334,3,1
0,0,0,2,0,1.3888888888888888,0.18055555555555555,59,72,100,13,0,72,0,0,0,False,4.615384615384615,8,False,False,False,False,1,3,5,5.5,13.353846153846156,8.63,13,63,60,85,0,347,1380,13,13,16,-1,75,318,-1,-1,-1,-1,0.6,1,0
0,0,1,0,0,1.7692307692307692,0.03076923076923077,63,31,115,2,34,65,0,1,0,False,4.076923076923077,8,False,True,False,False,0,0,0,5.5,7.2,5.5,13,63,53,96,28,79,1445,15,13,20,5,17,361,0.06666666666666667,0.08695652173913043,0.05555555555555555,0.0024937655860349127,0.8333333333333334,0,1
0,0,0,0,0,2.267605633802817,0.014084507042253521,70,71,161,1,0,71,0,0,0,False,5.545454545454546,9,False,True,False,False,2,5,2,4.0,20.94545454545455,13.73,11,66,61,138,0,126,1122,9,11,24,-1,27,208,-1,-1,-1,-1,0.7777777777777778,2,0
0,0,0,1,0,1.0,0.12871287128712872,88,-51,101,13,152,101,0,0,1,False,5.8,10,False,False,False,False,1,5,0,6.0,26.666666666666664,15.77,15,14,87,87,122,752,1898,4,19,15,23,141,400,0.0,0.10526315789473684,0.0,0.051224944320712694,0.6666666666666666,0,1
0,0,0,0,0,3.076923076923077,0.019230769230769232,51,52,160,1,0,52,0,0,0,False,5.625,9,False,False,False,False,0,1,1,3.0,30.200000000000003,13.01,8,57,45,129,0,28,772,12,8,31,-1,5,157,-1,-1,-1,-1,0.6666666666666666,1,0
0,0,0,0,0,1.7375,0.1375,69,80,139,11,0,80,0,0,0,False,6.363636363636363,15,False,False,False,False,2,3,5,6.5,24.581818181818182,18.42,11,71,70,123,0,234,2216,11,11,17,-1,45,441,-1,-1,-1,-1,0.6666666666666666,0,1
0,1,1,0,0,2.4430379746835444,0.0759493670886076,73,19,193,6,60,79,0,0,0,False,4.714285714285714,10,False,False,False,False,0,1,3,5.5,16.171428571428574,9.45,14,66,66,161,52,409,1806,14,14,33,9,88,359,0.0,0.0,0.0,0.009852216748768473,1.0,0,1
0,0,0,0,0,6.0,0.0,50,50,300,0,0,50,0,0,0,False,5.375,12,False,False,True,False,0,1,1,3.5,15.200000000000001,11.56,8,43,43,251,0,-1,3318,8,8,54,-1,-1,622,-1,-1,-1,-1,0.6666666666666666,0,1
0,0,0,0,0,2.4782608695652173,0.9130434782608695,4,46,114,42,0,46,0,0,0,False,5.714285714285714,11,False,False,False,False,5,6,4,2.5,21.942857142857143,13.17,7,40,40,92,0,1459,4,7,7,23,-1,312,1,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,2.3125,0.203125,51,64,148,13,0,64,0,1,1,False,4.416666666666667,7,False,False,False,False,0,1,3,4.5,20.133333333333333,7.47,12,54,53,122,0,188,8436,12,12,27,-1,35,1879,-1,-1,-1,-1,0.8181818181818182,0,1
1,1,0,0,0,1.488888888888889,0.06666666666666667,42,-11,67,3,56,45,0,0,0,False,5.571428571428571,10,False,False,False,False,0,1,2,2.5,27.65714285714286,12.36,7,54,39,54,45,383,933,14,7,14,9,76,213,0.0,0.0,0.04597701149425287,0.0211864406779661,0.9,0,1
0,0,0,1,0,1.459016393442623,0.4262295081967213,35,-73,89,26,134,61,1,0,0,False,4.166666666666667,7,False,False,False,False,0,2,4,5.0,16.8,6.02,12,54,50,74,115,1208,353,13,14,16,20,184,83,0.0625,0.17647058823529413,0.0,0.07446808510638298,0.9,0,1
0,0,0,0,0,0.8103448275862069,0.017241379310344827,57,58,47,1,0,58,0,0,0,False,4.9,9,False,False,False,False,2,4,0,3.5,18.0,9.66,10,64,49,39,0,14,1414,10,10,9,-1,3,313,-1,-1,-1,-1,0.6666666666666666,1,1
0,0,0,0,0,0.9375,0.15,68,80,75,12,0,80,0,0,0,False,5.230769230769231,9,False,False,False,False,0,2,2,5.0,19.50769230769231,12.17,13,71,68,63,0,174,1679,13,13,13,-1,32,414,-1,-1,-1,-1,0.6666666666666666,0,0
0,0,0,0,0,1.6623376623376624,0.012987012987012988,76,8,128,1,69,77,0,0,1,False,5.5,9,False,False,False,False,2,3,2,5.0,26.8,13.73,12,76,66,110,55,50,1658,17,12,19,10,10,334,0.0,0.04,0.0,0.005405405405405406,0.75,0,1
0,0,0,0,0,0.8653846153846154,0.0,52,52,45,0,0,52,0,0,0,False,4.3,8,False,False,False,False,1,2,3,4.0,14.0,6.18,10,43,43,39,0,-1,893,10,10,7,-1,-1,182,-1,-1,-1,-1,1.0,0,1
0,0,1,0,0,1.9516129032258065,0.016129032258064516,61,-65,121,1,127,62,0,1,0,False,4.25,7,False,False,False,True,0,0,2,5.0,16.8,6.48,12,51,51,100,106,64,6288,12,12,24,21,10,1255,0.14285714285714285,0.0,0.1,0.03937007874015748,0.8888888888888888,0,1
1,0,0,0,0,2.7564102564102564,0.01282051282051282,77,78,215,1,0,78,0,1,1,False,5.5,14,False,True,False,False,0,0,2,6.0,13.466666666666667,13.73,12,40,66,179,0,34,2786,8,12,37,-1,8,534,-1,-1,-1,-1,0.6666666666666666,0,0
0,0,0,0,0,1.2328767123287672,0.0,73,-44,90,0,117,73,0,0,0,False,5.7272727272727275,9,False,False,False,False,1,2,3,4.0,20.94545454545455,14.77,11,63,63,79,92,-1,337,11,11,12,10,-1,70,0.09090909090909091,0.06666666666666667,-1,0.02531645569620253,0.7,0,0
0,0,1,0,0,2.3278688524590163,0.01639344262295082,60,61,142,1,0,61,0,0,0,False,5.777777777777778,14,False,False,False,False,0,0,1,5.5,18.933333333333334,14.47,9,69,52,122,0,418,1411,11,9,21,-1,81,273,-1,-1,-1,-1,0.6,1,1
0,0,0,1,0,2.2115384615384617,0.4423076923076923,29,-316,115,23,368,52,0,0,0,False,7.666666666666667,13,False,False,False,False,0,2,4,3.0,37.73333333333334,23.65,6,96,46,97,316,1099,293,22,10,22,49,147,60,0.09523809523809523,0.09090909090909091,0.012048192771084338,0.03076923076923077,0.8235294117647058,0,1
0,0,0,0,0,2.0,0.03896103896103896,74,5,154,3,72,77,0,0,0,False,5.0,7,False,False,False,False,0,0,0,5.5,16.430769230769233,10.83,13,65,65,129,63,220,5195,13,13,28,10,38,1082,0.0,0.034482758620689655,0.0,0.00749375520399667,0.9166666666666666,0,0
0,0,0,0,0,0.9827586206896551,0.017241379310344827,57,-232,57,1,290,58,0,0,0,False,5.444444444444445,9,False,False,False,False,3,5,3,3.0,18.933333333333334,12.5,9,90,49,49,239,55,2576,16,9,9,34,8,497,0.8823529411764706,1.0,0.6666666666666666,0.8394833948339483,0.9333333333333333,0,1
0,0,1,0,0,3.6933333333333334,0.0,75,75,277,0,0,75,0,0,0,False,4.769230769230769,10,False,False,False,False,0,0,2,6.5,16.430769230769233,9.5,13,62,62,230,0,-1,2610,13,13,46,-1,-1,601,-1,-1,-1,-1,0.9090909090909091,0,1
0,0,0,0,0,2.101449275362319,0.42028985507246375,40,-28,145,29,97,69,0,0,0,False,6.777777777777778,13,False,False,False,False,0,1,3,2.0,27.822222222222223,20.27,9,76,61,126,83,4845,3286,14,9,20,11,921,601,0.0,0.0,0.0,0.001392757660167131,0.9090909090909091,0,1
0,1,0,3,0,0.6914893617021277,0.031914893617021274,91,16,65,3,78,94,0,0,0,False,4.0,11,False,False,False,False,2,6,1,10.5,13.810526315789474,5.92,19,75,76,53,65,30,1715,13,19,13,11,6,344,0.0,0.0,0.0,0.007772020725388601,0.6,3,1
0,0,0,0,0,0.9811320754716981,0.018867924528301886,52,-146,52,1,199,53,0,0,0,False,3.8181818181818183,8,False,False,False,False,3,4,2,4.0,10.036363636363639,3.69,11,57,42,42,156,148,2877,12,11,11,29,30,612,0.0,0.0,0.02702702702702703,0.02342606149341142,1.0,0,1
0,0,0,0,0,1.6417910447761195,0.029850746268656716,65,-5,110,2,72,67,0,0,0,False,5.8,11,False,False,False,False,1,3,3,3.0,14.0,14.88,10,68,58,93,63,25,4699,13,10,24,10,4,981,0.0,0.07692307692307693,0.0,0.013096351730589336,0.9166666666666666,0,1
0,0,0,0,0,4.4375,0.0,16,16,71,0,0,16,0,0,0,False,7.5,10,False,False,False,False,0,0,1,-0.5,22.8,12.9,2,70,15,59,0,-1,189,16,2,13,-1,-1,23,-1,-1,-1,-1,0.7142857142857143,0,0
0,1,0,0,0,5.148148148148148,0.012345679012345678,80,81,417,1,0,81,0,0,0,False,5.3076923076923075,11,False,True,False,False,1,3,2,6.0,19.50769230769231,12.63,13,71,69,344,0,51,813,12,13,81,-1,11,163,-1,-1,-1,-1,0.6363636363636364,1,1
0,0,0,0,0,1.2033898305084745,0.01694915254237288,58,59,71,1,0,59,0,0,0,False,4.0,7,False,False,False,False,0,0,2,5.0,10.133333333333333,5.03,12,62,48,59,0,134,2338,14,12,13,-1,23,454,-1,-1,-1,-1,0.8333333333333334,0,1
0,0,0,0,0,4.857142857142857,0.6571428571428571,12,-466,170,23,501,35,0,0,0,False,5.0,8,False,False,False,False,0,1,3,2.0,17.73333333333333,8.17,6,89,30,142,436,1097,359,20,6,29,67,143,74,0.10526315789473684,0.09375,0.006060606060606061,0.05194805194805195,0.875,0,1
0,0,0,0,0,1.0,0.38596491228070173,35,-24,57,22,81,57,0,0,0,False,5.444444444444445,9,False,False,False,False,4,7,0,3.0,10.044444444444444,12.5,9,5,49,49,67,1240,1529,1,11,9,11,262,346,0.0,0.2727272727272727,0.0036363636363636364,0.02702702702702703,0.0,0,1
0,0,0,0,0,0.0,0.23809523809523808,16,21,0,5,0,21,0,0,0,False,6.333333333333333,9,False,False,False,False,0,0,2,0.5,29.866666666666664,11.15,3,65,19,-1,0,165,1708,12,3,-1,-1,17,360,-1,-1,-1,-1,0.8888888888888888,1,0
0,0,0,0,0,3.2916666666666665,0.020833333333333332,47,-143,158,1,191,48,0,0,1,False,3.9,7,False,False,False,False,1,2,3,3.5,14.0,3.86,10,83,39,129,152,238,3759,19,10,30,27,49,810,0.16666666666666666,0.029411764705882353,0.034482758620689655,0.004314994606256742,0.8571428571428571,0,1
0,0,0,1,1,0.6804123711340206,0.010309278350515464,96,66,66,1,31,97,1,1,2,False,4.157894736842105,8,False,False,False,False,1,2,4,8.0,20.126315789473683,6.85,19,88,79,57,27,3,661,15,19,10,4,1,123,0.05263157894736842,0.18181818181818182,0.0,0.015037593984962405,0.5714285714285714,3,1
0,0,1,0,0,1.546875,0.015625,63,25,99,1,39,64,0,2,0,False,6.222222222222222,13,False,False,False,False,0,1,4,4.5,18.933333333333334,17.02,9,56,56,85,34,12,1571,9,9,15,6,2,329,0.0,0.0,0.0,0.011363636363636364,0.6666666666666666,0,1
1,1,0,0,0,1.8596491228070176,0.0,114,-29,212,0,143,114,0,1,0,False,6.1875,11,False,False,False,False,0,1,1,7.5,33.4,18.33,16,78,99,183,116,-1,2038,12,16,30,18,-1,399,0.08333333333333333,0.0967741935483871,-1,0.031042128603104215,1.0,0,1
0,0,0,0,0,2.111111111111111,0.3194444444444444,49,-227,152,23,299,72,0,0,0,False,5.545454545454546,8,False,False,False,False,4,7,8,4.5,17.30909090909091,13.73,11,64,61,129,261,1090,291,13,11,24,39,145,59,0.07692307692307693,0.038461538461538464,0.023952095808383235,0.046153846153846156,0.8,0,1
0,0,0,0,1,2.272727272727273,0.5909090909090909,9,22,50,13,0,22,0,0,1,False,3.6,6,False,False,False,False,0,1,3,1.5,4.0,-0.85,5,15,18,44,0,262,300,5,5,7,-1,44,63,-1,-1,-1,-1,0.2,0,1
0,0,0,0,0,0.0,0.4594594594594595,20,37,0,17,0,37,0,0,0,False,5.333333333333333,8,False,False,False,False,0,0,2,1.5,17.73333333333333,10.08,6,43,32,-1,0,652,11341,7,6,-1,-1,124,2250,-1,-1,-1,-1,0.8571428571428571,0,0
0,0,0,0,1,1.2040816326530612,0.01020408163265306,97,-3,118,1,101,98,0,0,1,False,5.1875,13,False,False,False,False,0,1,2,7.5,15.9,12.53,16,83,83,103,83,79,2570,16,16,16,7,8,485,0.058823529411764705,0.0,0.0,0.0050933786078098476,0.9230769230769231,0,1
0,0,0,0,0,3.288135593220339,0.01694915254237288,58,-56,194,1,115,59,0,0,0,False,5.0,12,False,False,False,False,0,0,5,5.0,14.0,10.24,10,51,50,166,95,236,10991,15,10,29,15,49,2315,0.125,0.02631578947368421,0.08771929824561403,0.025043478260869566,0.6363636363636364,0,1
0,0,0,0,1,1.6666666666666667,0.014492753623188406,68,25,115,1,44,69,0,0,1,False,4.833333333333333,10,False,True,False,False,0,2,4,4.0,16.8,9.85,12,78,58,98,39,125,2402,16,12,20,6,27,565,0.11764705882352941,0.1,0.07407407407407407,0.014469453376205787,0.6428571428571429,1,1
0,0,1,0,1,5.206896551724138,0.05172413793103448,55,58,302,3,0,58,0,1,1,False,4.363636363636363,8,False,False,False,False,0,1,5,4.0,13.672727272727276,6.82,11,61,48,252,0,564,3736,13,11,54,-1,107,763,-1,-1,-1,-1,0.7,1,0
0,0,0,1,0,0.9891304347826086,0.0,92,35,91,0,57,92,0,0,0,False,5.2,10,False,False,False,False,2,5,3,5.5,21.333333333333332,12.29,15,88,78,77,45,-1,923,16,15,15,8,-1,198,0.047619047619047616,0.11764705882352941,-1,0.04,0.8125,2,1
0,0,0,0,0,0.0,0.40384615384615385,31,52,0,21,0,52,0,0,0,False,4.888888888888889,8,False,False,False,False,0,1,0,2.5,14.488888888888889,9.94,9,44,44,-1,0,961,3043,9,9,-1,-1,210,756,-1,-1,-1,-1,0.75,0,0
0,0,0,0,0,4.108108108108108,0.013513513513513514,73,-60,304,1,134,74,0,1,0,False,4.769230769230769,7,False,False,False,False,0,1,5,5.5,16.430769230769233,9.5,13,63,62,252,102,24,1186,14,13,53,22,1,257,0.14285714285714285,0.017543859649122806,0.0,0.010101010101010102,0.6666666666666666,0,0
1,0,0,0,0,2.9166666666666665,0.05555555555555555,68,42,210,4,30,72,0,2,0,False,5.636363636363637,10,False,False,False,False,0,0,3,5.5,13.672727272727276,14.25,11,59,62,175,26,94,1235,11,11,36,5,19,248,0.09090909090909091,0.02564102564102564,0.09523809523809523,0.025179856115107913,1.0,0,1
1,0,0,0,0,1.0,0.3333333333333333,42,63,63,21,0,63,0,0,0,False,6.111111111111111,9,False,False,False,False,0,0,1,4.5,18.933333333333334,16.38,9,76,55,55,0,1156,3432,14,9,9,-1,229,713,-1,-1,-1,-1,0.7692307692307693,0,0
0,0,1,0,0,1.0,0.08108108108108109,68,0,74,6,74,74,0,0,0,False,4.769230769230769,8,False,False,False,False,2,3,1,5.5,30.13333333333334,11.82,12,50,62,62,60,83,2236,11,12,12,12,14,442,0.0,0.07142857142857142,0.0,0.0,0.6666666666666666,2,0
0,0,1,0,0,1.8235294117647058,0.011764705882352941,84,85,155,1,0,85,0,1,0,False,5.615384615384615,9,False,False,False,False,0,0,1,4.5,22.58461538461539,14.43,13,73,73,131,0,10,1733,13,13,27,-1,2,326,-1,-1,-1,-1,1.0,0,1
0,0,0,0,1,1.6825396825396826,0.09523809523809523,57,63,106,6,0,63,0,0,1,False,6.0,14,False,False,False,False,0,1,1,3.5,23.37777777777778,15.74,9,42,54,89,0,50,1802,12,9,18,-1,8,373,-1,-1,-1,-1,0.6666666666666666,0,1
0,0,0,0,0,2.2125,0.1875,65,80,177,15,0,80,0,0,0,False,4.785714285714286,11,False,False,True,False,0,3,1,6.0,13.314285714285715,9.91,14,73,67,151,0,463,2344,14,15,27,-1,74,459,-1,-1,-1,-1,0.6923076923076923,0,1
0,0,0,0,0,1.7962962962962963,0.018518518518518517,53,54,97,1,0,54,0,0,0,False,5.875,11,False,False,False,False,0,0,1,3.0,15.200000000000001,14.46,8,47,47,80,0,239,2269,8,8,18,-1,46,464,-1,-1,-1,-1,0.875,0,1
0,0,0,0,1,1.4343434343434343,0.010101010101010102,98,40,142,1,59,99,0,0,1,False,5.666666666666667,12,False,False,False,False,0,1,1,6.0,26.666666666666664,15.01,15,77,85,119,48,64,1496,11,15,24,7,13,278,0.06666666666666667,0.16,0.23076923076923078,0.03481012658227848,0.9,1,1
0,0,0,0,0,2.9242424242424243,0.030303030303030304,64,42,193,2,24,66,0,0,1,False,4.583333333333333,9,False,False,False,False,0,0,3,5.0,16.8,8.4,12,55,55,153,21,53,1966,14,14,43,4,14,482,0.07142857142857142,0.0,0.0,0.00946969696969697,0.5454545454545454,0,0
0,1,1,0,0,1.9545454545454546,0.015151515151515152,65,14,129,1,52,66,0,1,0,False,5.090909090909091,8,False,False,False,False,0,0,1,4.0,20.94545454545455,11.06,11,56,56,110,44,91,1929,11,11,20,9,18,387,0.0,0.0,0.0,0.002277904328018223,1.0,0,0
1,0,1,0,0,2.370967741935484,0.14516129032258066,53,31,147,9,31,62,0,0,1,False,5.3,9,False,False,False,False,0,0,0,3.0,14.0,11.98,10,60,53,123,28,311,1016,13,10,27,4,62,224,0.0,0.0,0.0,0.012145748987854251,0.9,0,0
0,0,0,2,0,3.5396825396825395,0.015873015873015872,62,-21,223,1,84,63,0,1,0,False,5.4,9,False,False,False,False,0,2,5,3.0,22.0,12.56,10,77,54,184,74,101,1859,13,10,43,11,24,386,0.23076923076923078,0.06976744186046512,0.041666666666666664,0.040865384615384616,0.6666666666666666,1,0
0,1,0,0,0,0.7951807228915663,0.012048192771084338,82,45,66,1,38,83,0,0,0,False,5.461538461538462,10,False,False,False,False,0,0,2,4.0,16.430769230769233,13.5,13,71,71,52,31,79,1802,13,13,15,4,8,381,0.06666666666666667,0.0,0.0,0.0045662100456621,0.8333333333333334,0,1
0,0,0,0,0,2.1458333333333335,0.020833333333333332,47,48,103,1,0,48,0,0,0,False,6.0,13,False,False,False,False,0,1,0,2.0,10.514285714285714,14.86,7,56,42,86,0,198,1940,11,7,18,-1,39,371,-1,-1,-1,-1,1.0,0,1
1,0,3,0,0,1.4308943089430894,0.016260162601626018,121,38,176,2,85,123,0,1,0,False,4.391304347826087,9,False,False,False,False,0,0,0,11.5,18.156521739130437,8.48,23,51,101,145,73,262,1744,13,23,32,13,56,364,0.5384615384615384,0.030303030303030304,0.03571428571428571,0.054404145077720206,0.8181818181818182,0,1
